Gene_ID,Gene_Symbol,Gene_Description,Gene_Biotype,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,ensembl,uniprot,summary,chr,start,end,width,strand,ncbi_alias,ensembl_alias,gc_content,hgnc_id,omim,ccds,reactome,ucsc,mirbase_id,cell_marker
56111,PCDHGA4,"protocadherin gamma subfamily A, 4",protein_coding,23.6063638637485,-1.38053653503174,0.31227810127162,-4.42085605558024,9.83106491605421e-06,0.000559000516951528,ENSG00000262576,Q9Y5G9,"This gene is a member of the protocadherin gamma gene cluster, one of three related clusters tandemly linked on chromosome five. These gene clusters have an immunoglobulin-like organization, suggesting that a novel mechanism may be involved in their regulation and expression. The gamma gene cluster includes 22 genes divided into 3 subfamilies. Subfamily A contains 12 genes, subfamily B contains 7 genes and 2 pseudogenes, and the more distantly related subfamily C contains 3 genes. The tandem array of 22 large, variable region exons are followed by a constant region, containing 3 exons shared by all genes in the cluster. Each variable region exon encodes the extracellular region, which includes 6 cadherin ectodomains and a transmembrane region. The constant region exons encode the common cytoplasmic region. These neural cadherin-like cell adhesion proteins most likely play a critical role in the establishment and function of specific cell-cell connections in the brain. Alternative splicing has been described for the gamma cluster genes. [provided by RefSeq, Jul 2008]",5,141355021,141512975,157955,1,PCDH-GAMMA-A4,PCDH-GAMMA-A4,45.2,HGNC:8702,606291,CCDS58979; CCDS75331,,uc003ljq.5; uc003ljp.3,,
56103,PCDHGB2,"protocadherin gamma subfamily B, 2",protein_coding,35.0575991517244,0.567427555012001,0.440389783382271,1.28846666390409,0.197583565947196,0.387777055044172,ENSG00000253910,Q9Y5G2,"This gene is a member of the protocadherin gamma gene cluster, one of three related clusters tandemly linked on chromosome five. These gene clusters have an immunoglobulin-like organization, suggesting that a novel mechanism may be involved in their regulation and expression. The gamma gene cluster includes 22 genes divided into 3 subfamilies. Subfamily A contains 12 genes, subfamily B contains 7 genes and 2 pseudogenes, and the more distantly related subfamily C contains 3 genes. The tandem array of 22 large, variable region exons are followed by a constant region, containing 3 exons shared by all genes in the cluster. Each variable region exon encodes the extracellular region, which includes 6 cadherin ectodomains and a transmembrane region. The constant region exons encode the common cytoplasmic region. These neural cadherin-like cell adhesion proteins most likely play a critical role in the establishment and function of specific cell-cell connections in the brain. Alternative splicing has been described for the gamma cluster genes. [provided by RefSeq, Jul 2008]",5,141359994,141512975,152982,1,PCDH-GAMMA-B2,PCDH-GAMMA-B2,45.22,HGNC:8709,606300,CCDS54924; CCDS75332,,uc003ljs.4; uc011dar.3,,
56110,PCDHGA5,"protocadherin gamma subfamily A, 5",protein_coding,18.4512184953228,0.0949835996537035,0.348777974780368,0.272332562609541,0.785366320710368,0.884986266286508,ENSG00000253485,Q9Y5G8,"This gene is a member of the protocadherin gamma gene cluster, one of three related clusters tandemly linked on chromosome five. These gene clusters have an immunoglobulin-like organization, suggesting that a novel mechanism may be involved in their regulation and expression. The gamma gene cluster includes 22 genes divided into 3 subfamilies. Subfamily A contains 12 genes, subfamily B contains 7 genes and 2 pseudogenes, and the more distantly related subfamily C contains 3 genes. The tandem array of 22 large, variable region exons are followed by a constant region, containing 3 exons shared by all genes in the cluster. Each variable region exon encodes the extracellular region, which includes 6 cadherin ectodomains and a transmembrane region. The constant region exons encode the common cytoplasmic region. These neural cadherin-like cell adhesion proteins most likely play a critical role in the establishment and function of specific cell-cell connections in the brain. Alternative splicing has been described for the gamma cluster genes. [provided by RefSeq, Jul 2008]",5,141364162,141512975,148814,1,CDH-GAMMA-A5; ME3; PCDH-GAMMA-A5,CDH-GAMMA-A5; ME3; PCDH-GAMMA-A5,45.2,HGNC:8703,606292,CCDS54925; CCDS75333,,uc003lju.4; uc011das.3,,Fetal kidney|T|Monocyte; Fetal kidney|N|Monocyte
56102,PCDHGB3,"protocadherin gamma subfamily B, 3",protein_coding,21.2403994177589,-0.00274407491310842,0.318888517190124,-0.00860512299811782,0.993134189949509,0.996492673744838,ENSG00000262209,Q9Y5G1; L0R6M0,"This gene is a member of the protocadherin gamma gene cluster, one of three related clusters tandemly linked on chromosome five. These gene clusters have an immunoglobulin-like organization, suggesting that a novel mechanism may be involved in their regulation and expression. The gamma gene cluster includes 22 genes divided into 3 subfamilies. Subfamily A contains 12 genes, subfamily B contains 7 genes and 2 pseudogenes, and the more distantly related subfamily C contains 3 genes. The tandem array of 22 large, variable region exons are followed by a constant region, containing 3 exons shared by all genes in the cluster. Each variable region exon encodes the extracellular region, which includes 6 cadherin ectodomains and a transmembrane region. The constant region exons encode the common cytoplasmic region. These neural cadherin-like cell adhesion proteins most likely play a critical role in the establishment and function of specific cell-cell connections in the brain. Alternative splicing has been described for the gamma cluster genes. [provided by RefSeq, Jul 2008]",5,141370242,141512975,142734,1,PCDH-GAMMA-B3,PCDH-GAMMA-B3,45.3,HGNC:8710,606301,CCDS58980; CCDS75334,,uc003ljw.4; uc011dat.2,,
56109,PCDHGA6,"protocadherin gamma subfamily A, 6",protein_coding,25.8155874335116,-0.0625120963885819,0.276688763687993,-0.225929291653756,0.821256415326978,0.908130253162656,ENSG00000253731,Q9Y5G7; A4IF48,"This gene is a member of the protocadherin gamma gene cluster, one of three related clusters tandemly linked on chromosome five. These gene clusters have an immunoglobulin-like organization, suggesting that a novel mechanism may be involved in their regulation and expression. The gamma gene cluster includes 22 genes divided into 3 subfamilies. Subfamily A contains 12 genes, subfamily B contains 7 genes and 2 pseudogenes, and the more distantly related subfamily C contains 3 genes. The tandem array of 22 large, variable region exons are followed by a constant region, containing 3 exons shared by all genes in the cluster. Each variable region exon encodes the extracellular region, which includes 6 cadherin ectodomains and a transmembrane region. The constant region exons encode the common cytoplasmic region. These neural cadherin-like cell adhesion proteins most likely play a critical role in the establishment and function of specific cell-cell connections in the brain. Alternative splicing has been described for the gamma cluster genes. [provided by RefSeq, Jul 2008]",5,141373891,141512975,139085,1,PCDH-GAMMA-A6,PCDH-GAMMA-A6,45.24,HGNC:8704,606293,CCDS54926; CCDS75335,,uc003ljy.4; uc011dau.3,,
56108,PCDHGA7,"protocadherin gamma subfamily A, 7",protein_coding,30.9568820052847,-0.89631669053081,0.317574105664588,-2.82238593935449,0.00476677747882519,0.0343136487326635,ENSG00000253537,Q9Y5G6,"This gene is a member of the protocadherin gamma gene cluster, one of three related clusters tandemly linked on chromosome five. These gene clusters have an immunoglobulin-like organization, suggesting that a novel mechanism may be involved in their regulation and expression. The gamma gene cluster includes 22 genes divided into 3 subfamilies. Subfamily A contains 12 genes, subfamily B contains 7 genes and 2 pseudogenes, and the more distantly related subfamily C contains 3 genes. The tandem array of 22 large, variable region exons are followed by a constant region, containing 3 exons shared by all genes in the cluster. Each variable region exon encodes the extracellular region, which includes 6 cadherin ectodomains and a transmembrane region. The constant region exons encode the common cytoplasmic region. These neural cadherin-like cell adhesion proteins most likely play a critical role in the establishment and function of specific cell-cell connections in the brain. Alternative splicing has been described for the gamma cluster genes. [provided by RefSeq, Jul 2008]",5,141382739,141512975,130237,1,PCDH-GAMMA-A7,PCDH-GAMMA-A7,45.38,HGNC:8705,606294,CCDS75336; CCDS54927,,uc003ljz.3; uc003lka.5,,
8641,PCDHGB4,"protocadherin gamma subfamily B, 4",protein_coding,26.443787476409,-0.509239458950195,0.271901567809219,-1.87288165733382,0.0610847286407783,0.186604583805477,ENSG00000253953,Q9UN71,"This gene is a member of the protocadherin gamma gene cluster, one of three related clusters tandemly linked on chromosome five. These gene clusters have an immunoglobulin-like organization, suggesting that a novel mechanism may be involved in their regulation and expression. The gamma gene cluster includes 22 genes divided into 3 subfamilies. Subfamily A contains 12 genes, subfamily B contains 7 genes and 2 pseudogenes, and the more distantly related subfamily C contains 3 genes. The tandem array of 22 large, variable region exons are followed by a constant region, containing 3 exons shared by all genes in the cluster. Each variable region exon encodes the extracellular region, which includes 6 cadherin ectodomains and a transmembrane region. The constant region exons encode the common cytoplasmic region. These neural cadherin-like cell adhesion proteins most likely play a critical role in the establishment and function of specific cell-cell connections in the brain. This particular family member is expressed in fibroblasts and is thought to play a role in wound healing in response to injury. Alternative splicing has been described for the gamma cluster genes. [provided by RefSeq, Jul 2008]",5,141387698,141512975,125278,1,CDH20; FIB2; PCDH-GAMMA-B4,CDH20; FIB2; PCDH-GAMMA-B4,45.37,HGNC:8711,603058,CCDS75337; CCDS54928,,uc063ian.1; uc003lkc.4,,
9708,PCDHGA8,"protocadherin gamma subfamily A, 8",protein_coding,23.6889145683235,0.0245279282406623,0.233037337506351,0.105253211794843,0.916174888259179,0.960124454244897,ENSG00000253767,Q9Y5G5,"This gene is a member of the protocadherin gamma gene cluster, one of three related clusters tandemly linked on chromosome five. These gene clusters have an immunoglobulin-like organization, suggesting that a novel mechanism may be involved in their regulation and expression. The gamma gene cluster includes 22 genes divided into 3 subfamilies. Subfamily A contains 12 genes, subfamily B contains 7 genes and 2 pseudogenes, and the more distantly related subfamily C contains 3 genes. The tandem array of 22 large, variable region exons are followed by a constant region, containing 3 exons shared by all genes in the cluster. Each variable region exon encodes the extracellular region, which includes 6 cadherin ectodomains and a transmembrane region. The constant region exons encode the common cytoplasmic region. These neural cadherin-like cell adhesion proteins most likely play a critical role in the establishment and function of specific cell-cell connections in the brain. Alternative splicing has been described for the gamma cluster genes. [provided by RefSeq, Jul 2008]",5,141390157,141512975,122819,1,PCDH-GAMMA-A8,KIAA0327; PCDH-GAMMA-A8,45.19,HGNC:8706,606295,CCDS75338; CCDS47291,,uc003lkb.5; uc003lkd.4,,
56101,PCDHGB5,"protocadherin gamma subfamily B, 5",protein_coding,53.3508581812891,-0.759671210903017,0.351391668621758,-2.16189306332341,0.030626419808453,0.117792256623649,ENSG00000276547,Q9Y5G0,"This gene is a member of the protocadherin gamma gene cluster, one of three related clusters tandemly linked on chromosome five. These gene clusters have an immunoglobulin-like organization, suggesting that a novel mechanism may be involved in their regulation and expression. The gamma gene cluster includes 22 genes divided into 3 subfamilies. Subfamily A contains 12 genes, subfamily B contains 7 genes and 2 pseudogenes, and the more distantly related subfamily C contains 3 genes. The tandem array of 22 large, variable region exons are followed by a constant region, containing 3 exons shared by all genes in the cluster. Each variable region exon encodes the extracellular region, which includes 6 cadherin ectodomains and a transmembrane region. The constant region exons encode the common cytoplasmic region. These neural cadherin-like cell adhesion proteins most likely play a critical role in the establishment and function of specific cell-cell connections in the brain. Alternative splicing has been described for the gamma cluster genes. [provided by RefSeq, Jul 2008]",5,141397947,141512975,115029,1,PCDH-GAMMA-B5,PCDH-GAMMA-B5,45.44,HGNC:8712,606302,CCDS75340; CCDS75339,,uc011daw.3; uc003lkf.4,,
56107,PCDHGA9,"protocadherin gamma subfamily A, 9",protein_coding,28.846140777188,0.0246593178922631,0.253543086054497,0.0972588851701632,0.922520806035349,0.96306403746743,ENSG00000261934,Q9Y5G4,"This gene is a member of the protocadherin gamma gene cluster, one of three related clusters tandemly linked on chromosome five. These gene clusters have an immunoglobulin-like organization, suggesting that a novel mechanism may be involved in their regulation and expression. The gamma gene cluster includes 22 genes divided into 3 subfamilies. Subfamily A contains 12 genes, subfamily B contains 7 genes and 2 pseudogenes, and the more distantly related subfamily C contains 3 genes. The tandem array of 22 large, variable region exons are followed by a constant region, containing 3 exons shared by all genes in the cluster. Each variable region exon encodes the extracellular region, which includes 6 cadherin ectodomains and a transmembrane region. The constant region exons encode the common cytoplasmic region. These neural cadherin-like cell adhesion proteins most likely play a critical role in the establishment and function of specific cell-cell connections in the brain. Alternative splicing has been described for the gamma cluster genes. [provided by RefSeq, Jul 2008]",5,141402778,141512975,110198,1,PCDH-GAMMA-A9,PCDH-GAMMA-A9,45.51,HGNC:8707,606296,CCDS58981; CCDS75341,,uc003lkh.4; uc011dax.3,,
56100,PCDHGB6,"protocadherin gamma subfamily B, 6",protein_coding,29.4612931699088,-0.306608324780372,0.20197230645222,-1.51807111661076,0.128996471563714,0.299225846082586,ENSG00000253305,Q9Y5F9,"This gene is a member of the protocadherin gamma gene cluster, one of three related clusters tandemly linked on chromosome five. These gene clusters have an immunoglobulin-like organization, suggesting that a novel mechanism may be involved in their regulation and expression. The gamma gene cluster includes 22 genes divided into 3 subfamilies. Subfamily A contains 12 genes, subfamily B contains 7 genes and 2 pseudogenes, and the more distantly related subfamily C contains 3 genes. The tandem array of 22 large, variable region exons are followed by a constant region, containing 3 exons shared by all genes in the cluster. Each variable region exon encodes the extracellular region, which includes 6 cadherin ectodomains and a transmembrane region. The constant region exons encode the common cytoplasmic region. These neural cadherin-like cell adhesion proteins most likely play a critical role in the establishment and function of specific cell-cell connections in the brain. Alternative splicing has been described for the gamma cluster genes. [provided by RefSeq, Jul 2008]",5,141408021,141512975,104955,1,PCDH-GAMMA-B6,PCDH-GAMMA-B6,45.54,HGNC:8713,606303,CCDS75342; CCDS54929,,uc003lki.2; uc003lkj.4,,
56106,PCDHGA10,"protocadherin gamma subfamily A, 10",protein_coding,32.3764268199242,-0.171372906189443,0.286653954445157,-0.597838974596217,0.549947382147289,0.72693744146953,ENSG00000253846,Q9Y5H3; Q52LL2,"This gene is a member of the protocadherin gamma gene cluster, one of three related clusters tandemly linked on chromosome five. These gene clusters have an immunoglobulin-like organization, suggesting that a novel mechanism may be involved in their regulation and expression. The gamma gene cluster includes 22 genes divided into 3 subfamilies. Subfamily A contains 12 genes, subfamily B contains 7 genes and 2 pseudogenes, and the more distantly related subfamily C contains 3 genes. The tandem array of 22 large, variable region exons are followed by a constant region, containing 3 exons shared by all genes in the cluster. Each variable region exon encodes the extracellular region, which includes 6 cadherin ectodomains and a transmembrane region. The constant region exons encode the common cytoplasmic region. These neural cadherin-like cell adhesion proteins most likely play a critical role in the establishment and function of specific cell-cell connections in the brain. Alternative splicing has been described for the gamma cluster genes. [provided by RefSeq, Jul 2008]",5,141412987,141512975,99989,1,PCDH-GAMMA-A10,PCDH-GAMMA-A10,45.53,HGNC:8697,606297,CCDS75343; CCDS47292,,uc011day.3; uc003lkl.4,,
56099,PCDHGB7,"protocadherin gamma subfamily B, 7",protein_coding,41.4245783140622,-0.283273438744066,0.239871138292942,-1.18094006957235,0.237626531928497,0.437332510944078,ENSG00000254122,Q9Y5F8,"This gene is a member of the protocadherin gamma gene cluster, one of three related clusters tandemly linked on chromosome five. These gene clusters have an immunoglobulin-like organization, suggesting that a novel mechanism may be involved in their regulation and expression. The gamma gene cluster includes 22 genes divided into 3 subfamilies. Subfamily A contains 12 genes, subfamily B contains 7 genes and 2 pseudogenes, and the more distantly related subfamily C contains 3 genes. The tandem array of 22 large, variable region exons are followed by a constant region, containing 3 exons shared by all genes in the cluster. Each variable region exon encodes the extracellular region, which includes 6 cadherin ectodomains and a transmembrane region. The constant region exons encode the common cytoplasmic region. These neural cadherin-like cell adhesion proteins most likely play a critical role in the establishment and function of specific cell-cell connections in the brain. Alternative splicing has been described for the gamma cluster genes. [provided by RefSeq, Jul 2008]",5,141417645,141512975,95331,1,ME6; PCDH-GAMMA-B7,ME6; PCDH-GAMMA-B7,45.57,HGNC:8714,606304,CCDS75344; CCDS47293,,uc003lkm.4; uc003lkn.4,,
56105,PCDHGA11,"protocadherin gamma subfamily A, 11",protein_coding,30.4860470756079,-0.224204746814467,0.229342946205044,-0.977595999896226,0.32827417652879,0.533446481844689,ENSG00000253873,Q9Y5H2,"This gene is a member of the protocadherin gamma gene cluster, one of three related clusters tandemly linked on chromosome five. These gene clusters have an immunoglobulin-like organization, suggesting that a novel mechanism may be involved in their regulation and expression. The gamma gene cluster includes 22 genes divided into 3 subfamilies. Subfamily A contains 12 genes, subfamily B contains 7 genes and 2 pseudogenes, and the more distantly related subfamily C contains 3 genes. The tandem array of 22 large, variable region exons are followed by a constant region, containing 3 exons shared by all genes in the cluster. Each variable region exon encodes the extracellular region, which includes 6 cadherin ectodomains and a transmembrane region. The constant region exons encode the common cytoplasmic region. These neural cadherin-like cell adhesion proteins most likely play a critical role in the establishment and function of specific cell-cell connections in the brain. Alternative splicing has been described for the gamma cluster genes. [provided by RefSeq, Jul 2008]",5,141421047,141512975,91929,1,PCDH-GAMMA-A11,PCDH-GAMMA-A11,45.42,HGNC:8698,606298,CCDS75345; CCDS47294; CCDS54930,,uc003lko.2; uc003lkq.4; uc003lkp.3,,
26025,PCDHGA12,"protocadherin gamma subfamily A, 12",protein_coding,23.8340359573624,-0.0388330487913863,0.233752146935963,-0.166129164161323,0.868055303369313,0.933987901080228,ENSG00000253159,O60330,"This gene is a member of the protocadherin gamma gene cluster, one of three related clusters tandemly linked on chromosome five. These gene clusters have an immunoglobulin-like organization, suggesting that a novel mechanism may be involved in their regulation and expression. The gamma gene cluster includes 22 genes divided into 3 subfamilies. Subfamily A contains 12 genes, subfamily B contains 7 genes and 2 pseudogenes, and the more distantly related subfamily C contains 3 genes. The tandem array of 22 large, variable region exons are followed by a constant region, containing 3 exons shared by all genes in the cluster. Each variable region exon encodes the extracellular region, which includes 6 cadherin ectodomains and a transmembrane region. The constant region exons encode the common cytoplasmic region. These neural cadherin-like cell adhesion proteins most likely play a critical role in the establishment and function of specific cell-cell connections in the brain. Alternative splicing has been described for the gamma cluster genes. [provided by RefSeq, Jul 2008]",5,141430507,141512975,82469,1,CDH21; FIB3; PCDH-GAMMA-A12,CDH21; FIB3; KIAA0588; PCDH-GAMMA-A12,45.56,HGNC:8699,603059,CCDS4260; CCDS75346,,uc003lkt.4; uc011dba.3,,
5098,PCDHGC3,"protocadherin gamma subfamily C, 3",protein_coding,72.5819112122974,-0.0209948061810593,0.236117442965017,-0.0889167946146608,0.929148036247371,0.966277521505618,ENSG00000240184,Q9UN70; Q9BR81; A0A087WYB5; A0A087X1P2,"This gene is a member of the protocadherin gamma gene cluster, one of three related clusters tandemly linked on chromosome five. These gene clusters have an immunoglobulin-like organization, suggesting that a novel mechanism may be involved in their regulation and expression. The gamma gene cluster includes 22 genes divided into 3 subfamilies. Subfamily A contains 12 genes, subfamily B contains 7 genes and 2 pseudogenes, and the more distantly related subfamily C contains 3 genes. The tandem array of 22 large, variable region exons are followed by a constant region, containing 3 exons shared by all genes in the cluster. Each variable region exon encodes the extracellular region, which includes 6 cadherin ectodomains and a transmembrane region. The constant region exons encode the common cytoplasmic region. These neural cadherin-like cell adhesion proteins most likely play a critical role in the establishment and function of specific cell-cell connections in the brain. Alternative splicing has been described for the gamma cluster genes. [provided by RefSeq, Jul 2008]",5,141475947,141512977,37031,1,PC43; PCDH-GAMMA-C3; PCDH2,PC-43; PC43; PCDH-GAMMA-C3; PCDH2,50.58,HGNC:8716,603627,CCDS75348; CCDS4261; CCDS75347,,uc003lku.2; uc003lkv.4; uc003lkw.3; uc063iaq.1; uc063iar.1; uc063ias.1; uc063iat.1; uc063iay.1,,
56098,PCDHGC4,"protocadherin gamma subfamily C, 4",protein_coding,14.6226410638375,-0.0872195868283065,0.286566604956977,-0.304360610481465,0.760853173411343,0.870105842865776,ENSG00000242419,Q9Y5F7; A0A087WUC2; A0A087WU59; A4FU17,"This gene is a member of the protocadherin gamma gene cluster, one of three related clusters tandemly linked on chromosome five. These gene clusters have an immunoglobulin-like organization, suggesting that a novel mechanism may be involved in their regulation and expression. The gamma gene cluster includes 22 genes divided into 3 subfamilies. Subfamily A contains 12 genes, subfamily B contains 7 genes and 2 pseudogenes, and the more distantly related subfamily C contains 3 genes. The tandem array of 22 large, variable region exons are followed by a constant region, containing 3 exons shared by all genes in the cluster. Each variable region exon encodes the extracellular region, which includes 6 cadherin ectodomains and a transmembrane region. The constant region exons encode the common cytoplasmic region. These neural cadherin-like cell adhesion proteins most likely play a critical role in the establishment and function of specific cell-cell connections in the brain. Alternative splicing has been described for the gamma cluster genes. [provided by RefSeq, Jul 2008]",5,141484997,141512975,27979,1,NEDGS; PCDH-GAMMA-C4,PCDH-GAMMA-C4,51.81,HGNC:8717,606305,CCDS75349; CCDS4262; ; CCDS93796,,uc011dbb.3; uc003lky.4; uc063iaw.1; uc063iax.1,,
56097,PCDHGC5,"protocadherin gamma subfamily C, 5",protein_coding,11.9035156789236,0.0696722590526523,0.302761593523697,0.230122514027523,0.817996570653913,0.906114990259382,ENSG00000240764,Q9Y5F6; Q2M272,"This gene is a member of the protocadherin gamma gene cluster, one of three related clusters tandemly linked on chromosome five. These gene clusters have an immunoglobulin-like organization, suggesting that a novel mechanism may be involved in their regulation and expression. The gamma gene cluster includes 22 genes divided into 3 subfamilies. Subfamily A contains 12 genes, subfamily B contains 7 genes and 2 pseudogenes, and the more distantly related subfamily C contains 3 genes. The tandem array of 22 large, variable region exons are followed by a constant region, containing 3 exons shared by all genes in the cluster. Each variable region exon encodes the extracellular region, which includes 6 cadherin ectodomains and a transmembrane region. The constant region exons encode the common cytoplasmic region. These neural cadherin-like cell adhesion proteins most likely play a critical role in the establishment and function of specific cell-cell connections in the brain. Alternative splicing has been described for the gamma cluster genes. [provided by RefSeq, Jul 2008]",5,141489081,141512975,23895,1,PCDH-GAMMA-C5,PCDH-GAMMA-C5,51.68,HGNC:8718,606306,CCDS4263; CCDS75350,,uc003lla.4; uc011dbc.3,,
1729,DIAPH1,diaphanous related formin 1,protein_coding,604.323938456089,0.267292066847097,0.187684991949306,1.42415258711412,0.15440230640424,0.332699346501702,ENSG00000131504,O60610; B4E2I7; H7C2W8; A0A2R8YEF8; A0RZB7; A0A2R8Y5N1; A0RZB8; Q96IL1; A0A1E1ERW3,"This gene is a homolog of the Drosophila diaphanous gene, and has been linked to autosomal dominant, fully penetrant, nonsyndromic sensorineural progressive low-frequency hearing loss. Actin polymerization involves proteins known to interact with diaphanous protein in Drosophila and mouse. It has therefore been speculated that this gene may have a role in the regulation of actin polymerization in hair cells of the inner ear. Alternatively spliced transcript variants encoding distinct isoforms have been found for this gene. [provided by RefSeq, Jul 2008]",5,141515016,141619055,104040,-1,DFNA1; DIA1; DRF1; LFHL1; SCBMS; hDIA1; mDia1,DFNA1; HDIA1; LFHL1; MDIA1,41.24,HGNC:2876,602121,CCDS43374; CCDS87331; CCDS43373,R-HSA-168249; R-HSA-168256; R-HSA-6798695; R-HSA-162582; R-HSA-194315; R-HSA-195258; R-HSA-9012999; R-HSA-9716542; R-HSA-5663220; R-HSA-9006934; R-HSA-9035034; R-HSA-8980692; R-HSA-1227986; R-HSA-9013026; R-HSA-9013106; R-HSA-9013405; R-HSA-6785631,uc063iaz.1; uc063iba.2; uc063ibe.2; uc285xqz.1; uc285xra.1; uc063ibf.1; uc063ibg.2; uc285xrb.1; uc063ibh.1; uc063ibi.1; uc063ibj.1; uc285xrc.1; uc063ibk.1; uc063ibl.1; uc063ibm.2,,Fetal kidney|T|Natural killer T (NKT) cell; Fetal kidney|T|Monocyte; Fetal kidney|N|Natural killer T (NKT) cell; Fetal kidney|N|Monocyte
8841,HDAC3,histone deacetylase 3,protein_coding,117.542747975755,-0.287846764856621,0.123765316027468,-2.32574661541476,0.0200320720838469,0.0901305167731728,ENSG00000171720,O15379; E7ESJ6; E7EW19; B5MGH4,"Histones play a critical role in transcriptional regulation, cell cycle progression, and developmental events. Histone acetylation/deacetylation alters chromosome structure and affects transcription factor access to DNA. The protein encoded by this gene belongs to the histone deacetylase/acuc/apha family. It has histone deacetylase activity and represses transcription when tethered to a promoter. It may participate in the regulation of transcription through its binding with the zinc-finger transcription factor YY1. This protein can also down-regulate p53 function and thus modulate cell growth and apoptosis. This gene is regarded as a potential tumor suppressor gene. [provided by RefSeq, Jul 2008]",5,141620876,141636849,15974,-1,HD3; KDAC3; RPD3; RPD3-2,HD3; KDAC3; RPD3; RPD3-2,45.22,HGNC:4854,605166,CCDS4264,R-HSA-1643685; R-HSA-392499; R-HSA-5663205; R-HSA-1430728; R-HSA-2262752; R-HSA-8953897; R-HSA-9711123; R-HSA-1989781; R-HSA-212436; R-HSA-400206; R-HSA-556833; R-HSA-73857; R-HSA-74160; R-HSA-162582; R-HSA-1266738; R-HSA-1257604; R-HSA-193704; R-HSA-5663202; R-HSA-73887; R-HSA-9006925; R-HSA-9006931; R-HSA-157118; R-HSA-9824446; R-HSA-3214815; R-HSA-3247509; R-HSA-4839726; R-HSA-6807070; R-HSA-8943724; R-HSA-9024446; R-HSA-9029569; R-HSA-5617472; R-HSA-5619507; R-HSA-9006934; R-HSA-1852241; R-HSA-1592230; R-HSA-1980143; R-HSA-2122947; R-HSA-2151201; R-HSA-2644602; R-HSA-2644603; R-HSA-2644606; R-HSA-2894858; R-HSA-2894862; R-HSA-350054; R-HSA-381340; R-HSA-400253; R-HSA-9707564; R-HSA-9707616; R-HSA-390466; R-HSA-390471; R-HSA-391251; R-HSA-8878166; R-HSA-8940973; R-HSA-8941326; R-HSA-9609646; R-HSA-9609690; R-HSA-201556; R-HSA-9701898; R-HSA-8986944; R-HSA-9022692; R-HSA-193670; R-HSA-9005891; R-HSA-9005895; R-HSA-9675151; R-HSA-9697154; R-HSA-9022537; R-HSA-1368071,uc003lle.2; uc003llf.4; uc063ibo.1; uc063ibp.1; uc063ibq.1; uc063ibr.1; uc063ibs.1; uc063ibt.1; uc063ibu.1; uc063ibv.1; uc063ibw.1; uc063ibx.1; uc063iby.1; uc063ibz.1; uc063ica.1; uc063icb.1,,Fetal kidney|T|Natural killer T (NKT) cell; Fetal kidney|N|Natural killer T (NKT) cell
285613,RELL2,RELT like 2,protein_coding,16.2430253749577,0.960276030211036,0.321132074533847,2.99028376908462,0.00278718385610107,0.0238773124064592,ENSG00000164620,Q8NC24; E5RFS6; E5RHA7,"Predicted to enable collagen binding activity. Involved in positive regulation of p38MAPK cascade. Predicted to be located in extracellular matrix. [provided by Alliance of Genome Resources, Apr 2022]",5,141636950,141641064,4115,1,C5orf16,C5ORF16; FLJ90583,60,HGNC:26902,611213,CCDS4265,,uc003lli.4; uc063icc.1; uc003llh.5; uc063icd.1; uc063ice.1; uc063icf.1; uc063icg.1,,
89848,FCHSD1,FCH and double SH3 domains 1,protein_coding,65.4210259661983,0.65601589598312,0.205280348293388,3.19570724346949,0.00139488566554974,0.0152109574524499,ENSG00000197948,Q86WN1; E5RGT6; E5RK49; E5RGB1,"Predicted to enable lipid binding activity. Predicted to be involved in neuromuscular synaptic transmission and positive regulation of actin filament polymerization. Predicted to be located in cell projection and perikaryon. Predicted to be active in neuromuscular junction and recycling endosome. Predicted to colocalize with cuticular plate. [provided by Alliance of Genome Resources, Apr 2022]",5,141639302,141651418,12117,-1,NWK2,FLJ00007,52.82,HGNC:25463,617555,CCDS47295,,uc003llk.4; uc063ich.1; uc063ici.1; uc063icj.1; uc063ick.1; uc063icl.1; uc063icm.1; uc063icn.1; uc063ico.1; uc063icp.1,,
64411,ARAP3,"ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 3",protein_coding,51.6047226972308,0.859433642737907,0.247651016654594,3.47034167009532,0.000519796694945225,0.00798637228797277,ENSG00000120318,Q8WWN8; G5E9Y3; Q05CH1; Q05CA7; Q96G49,"This gene encodes a phosphoinositide binding protein containing ARF-GAP, RHO-GAP, RAS-associating, and pleckstrin homology domains. The ARF-GAP and RHO-GAP domains cooperate in mediating rearrangements in the cell cytoskeleton and cell shape. It is a specific PtdIns(3,4,5)P3/PtdIns(3,4)P2-stimulated Arf6-GAP protein. An alternatively spliced transcript has been found for this gene, but its biological validity has not been determined. [provided by RefSeq, Sep 2015]",5,141653401,141682230,28830,-1,CENTD3; DRAG1,CENTD3; DRAG1; FLJ21065,51.43,HGNC:24097,606647,CCDS4266,R-HSA-162582; R-HSA-194315; R-HSA-9012999; R-HSA-9716542; R-HSA-9013149; R-HSA-9013148; R-HSA-9013423; R-HSA-8980692,uc003lln.4; uc003llm.5; uc063icr.1; uc011dbe.3; uc063ics.1; uc063ict.1; uc063icq.1,,Large intestine|T|MKI67+ progenitor cell; Large intestine|N|MKI67+ progenitor cell
